"","sire","dam","id","loci","n.loci","LLRpair","LLRdam","LLRsire","dam.batch","sire.batch","Fertilization_pairs"
"11","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B16-pH8.bam","adapter_trim.F3-J10-pH8.bam","CM084274_1_4863965.0, CM084267_1_52092638.0, CM084265_1_959807.0, CM084276_1_20156972.0, CM084265_1_68806425.1, CM084269_1_45310979.0, CM084266_1_71149029.1, CM084278_1_20679238.0, CM084264_1_69902276.1, CM084268_1_50739244.0, CM084272_1_9069881.1, CM084270_1_10495951.1, CM084275_1_35722058.1, CM084269_1_15827759.0, CM084265_1_71827765.1, CM084267_1_8118616.1, CM084265_1_69381524.0, CM084266_1_68919262.0, CM084266_1_69545761.0, CM084266_1_65401945.1, CM084270_1_46587624.0, CM084277_1_18545080.1, CM084276_1_1856066.0, CM084275_1_675783.1, CM084265_1_66141850.1, CM084264_1_75278291.0, CM084274_1_4708223.0, CM084270_1_9408158.0, CM084274_1_4694915.1, CM084266_1_71148891.1, CM084264_1_72054055.1, CM084265_1_70609247.1, CM084264_1_8112660.1, CM084269_1_15823421.1, CM084266_1_23321803.0, CM084264_1_8098050.1, CM084267_1_2309126.1, CM084277_1_1868699.0, CM084276_1_1500412.0, CM084266_1_59802398.1, CM084272_1_18574376.1, CM084274_1_42855653.0, CM084278_1_20734513.1, CM084271_1_43860497.0, CM084274_1_11619978.1, CM084271_1_44104716.1, CM084272_1_33616442.1, CM084265_1_46089269.0, CM084266_1_816291.0, CM084268_1_3699708.0","50","0.39","-0.17","-0.2","4","1","FALSE"
"12","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B23-pH8.bam","adapter_trim.F3-J4-pH8.bam","CM084269_1_42862798.0, CM084273_1_42285391.1, CM084268_1_50681637.1, CM084265_1_58483282.1, CM084265_1_71925203.1, CM084265_1_71265331.0, CM084275_1_36064337.1, CM084278_1_25832327.0, CM084267_1_6421555.0, CM084277_1_30611496.0, CM084266_1_66377772.1, CM084265_1_69004202.0, CM084278_1_24948349.1, CM084270_1_4921029.1, CM084269_1_43525440.0, CM084267_1_2910818.0, CM084264_1_72075476.1, CM084274_1_34977142.0, CM084264_1_73291573.0, CM084264_1_69903182.1, CM084270_1_46588167.0, CM084268_1_24031315.0, CM084272_1_18193864.1, CM084266_1_64164269.1, CM084269_1_45420345.0, CM084279_1_10159270.1, CM084276_1_20157194.0, CM084266_1_57882581.1, CM084277_1_29780116.1, CM084266_1_69052205.1, CM084269_1_40451676.1, CM084266_1_808035.0, CM084271_1_43546299.1, CM084271_1_43547024.1, CM084267_1_4505260.0, CM084264_1_74191573.1, CM084264_1_70175564.0, CM084267_1_13226543.1, CM084266_1_68883042.1, CM084275_1_400249.1, CM084270_1_4920961.0, CM084265_1_70595159.0, CM084275_1_23095998.1, CM084275_1_672856.1, CM084270_1_11478201.0, CM084268_1_46422.0, CM084266_1_71160177.1, CM084274_1_4695098.1, CM084273_1_31864421.0, CM084273_1_31861630.1","50","0.15","-0.64","-0.68","2","1","FALSE"
"13","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B10-pH8.bam","adapter_trim.F3-J35-pH8.bam","CM084277_1_30505537.0, CM084266_1_23295280.0, CM084269_1_1549405.0, CM084269_1_35627061.1, CM084269_1_43523784.0, CM084273_1_31864741.1, CM084265_1_1816585.0, CM084265_1_791018.1, CM084271_1_44104315.1, CM084269_1_43529904.1, CM084275_1_8878509.1, CM084267_1_9176045.1, CM084279_1_16586120.1, CM084273_1_31862397.1, CM084275_1_35722063.1, CM084266_1_57884309.1, CM084268_1_3691704.0, CM084276_1_1856070.1, CM084266_1_66383611.0, CM084265_1_19672164.0, CM084273_1_7826703.0, CM084279_1_1064862.0, CM084273_1_10424351.0, CM084265_1_14403401.0, CM084269_1_45420488.0, CM084269_1_12903174.1, CM084267_1_5161036.0, CM084264_1_69748575.0, CM084278_1_20701460.0, CM084267_1_9176202.1, CM084268_1_50681637.0, CM084265_1_68806446.0, CM084271_1_3822736.1, CM084266_1_69141121.0, CM084272_1_27414381.0, CM084278_1_23540735.1, CM084278_1_16767343.0, CM084267_1_52591726.1, CM084270_1_46587632.1, CM084279_1_20158977.1, CM084277_1_30631454.0, CM084279_1_32640578.0, CM084277_1_30505565.1, CM084271_1_3807705.0, CM084267_1_4505260.0, CM084267_1_2910818.0, CM084271_1_44090310.1, CM084277_1_29780641.1, CM084266_1_23295992.0, CM084275_1_25393416.1","50","0.31","-0.58","-0.54","2","1","FALSE"
"14","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B12-pH8.bam","adapter_trim.F3-J9-pH8.bam","CM084269_1_39737155.0, CM084265_1_46089443.0, CM084266_1_68643450.0, CM084268_1_298790.1, CM084272_1_33453891.1, CM084272_1_33616443.0, CM084266_1_68519988.1, CM084266_1_68643398.0, CM084268_1_2713891.1, CM084265_1_46089462.0, CM084279_1_1064680.0, CM084266_1_70400406.1, CM084273_1_42253181.0, CM084268_1_276380.1, CM084269_1_15798357.0, CM084274_1_4862784.1, CM084265_1_68806465.0, CM084266_1_62460034.0, CM084278_1_20734376.0, CM084264_1_68688357.0, CM084265_1_64765147.1, CM084271_1_346616.0, CM084271_1_44104716.0, CM084265_1_66142270.1, CM084266_1_68322173.1, CM084264_1_8112672.1, CM084264_1_75512053.1, CM084275_1_8878509.0, CM084273_1_31865208.1, CM084272_1_18191738.0, CM084264_1_69271981.1, CM084266_1_58088040.1, CM084278_1_32252661.0, CM084265_1_60316111.0, CM084273_1_42287254.0, CM084267_1_2910818.1, CM084266_1_70930072.0, CM084266_1_71166435.1, CM084275_1_35719388.1, CM084279_1_1062150.1, CM084264_1_61167202.1, CM084271_1_3822772.0, CM084275_1_529178.0, CM084265_1_64969585.1, CM084269_1_1572344.1, CM084271_1_43868181.0, CM084268_1_3699701.0, CM084268_1_42010.1, CM084271_1_3819544.0, CM084266_1_25399242.1","50","0.22","-0.15","-0.25","3","1","FALSE"
"15","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B10-pH8.bam","adapter_trim.F3-J4-pH8.bam","CM084276_1_38557410.0, CM084279_1_10156951.1, CM084264_1_64487824.0, CM084271_1_44066688.1, CM084269_1_15812960.0, CM084270_1_42348998.1, CM084267_1_700114.0, CM084268_1_3691693.1, CM084270_1_46588167.1, CM084272_1_33572878.1, CM084274_1_4715467.0, CM084275_1_2509962.1, CM084279_1_33759487.1, CM084274_1_4808183.0, CM084266_1_71319410.1, CM084274_1_4788623.1, CM084269_1_1558041.0, CM084277_1_29781980.1, CM084264_1_69287336.0, CM084264_1_72011613.1, CM084272_1_18194192.0, CM084278_1_20591128.1, CM084265_1_71853183.0, CM084269_1_43525399.1, CM084265_1_69004202.1, CM084279_1_32917232.0, CM084269_1_45438470.1, CM084274_1_4863936.1, CM084271_1_39685141.0, CM084275_1_35719388.0, CM084270_1_32126728.1, CM084270_1_19464672.1, CM084265_1_71899669.0, CM084275_1_327388.0, CM084265_1_19670958.1, CM084274_1_4863917.1, CM084265_1_54591404.1, CM084276_1_38072623.1, CM084269_1_1563962.0, CM084279_1_31409052.0, CM084279_1_28791311.1, CM084277_1_5804275.0, CM084269_1_45420345.0, CM084274_1_4694494.0, CM084264_1_26771521.0, CM084269_1_15812959.0, CM084275_1_1304711.1, CM084274_1_4694551.0, CM084275_1_29098876.0, CM084264_1_2738113.1","50","0.32","-0.76","-0.59","2","1","FALSE"
"16","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B23-pH8.bam","adapter_trim.F3-J18-pH8.bam","CM084274_1_34977123.1, CM084265_1_70975032.0, CM084279_1_32640625.0, CM084279_1_10149633.0, CM084276_1_38096618.0, CM084272_1_1704404.1, CM084264_1_65945.0, CM084271_1_3819548.1, CM084265_1_14403559.1, CM084269_1_15799394.0, CM084271_1_10301903.1, CM084264_1_73152528.0, CM084268_1_9292468.0, CM084278_1_5144637.1, CM084279_1_161386.1, CM084274_1_41688611.1, CM084264_1_66525951.0, CM084277_1_1856957.0, CM084270_1_10495406.0, CM084266_1_64725838.0, CM084266_1_70706238.1, CM084268_1_24031246.0, CM084274_1_5046195.0, CM084274_1_4694916.0, CM084266_1_58099055.1, CM084274_1_4730026.0, CM084265_1_72071409.0, CM084273_1_31865230.1, CM084268_1_3691704.0, CM084274_1_4694263.1, CM084279_1_32652220.1, CM084279_1_32915269.1, CM084276_1_37987468.0, CM084275_1_319819.1, CM084275_1_25396988.0, CM084273_1_31862642.1, CM084266_1_66377784.0, CM084268_1_22932621.0, CM084273_1_31862042.0, CM084265_1_64196870.0, CM084268_1_49719767.1, CM084266_1_23295925.1, CM084277_1_30623529.0, CM084265_1_65233046.0, CM084266_1_69051080.0, CM084267_1_699277.1, CM084267_1_4505260.0, CM084266_1_69545761.0, CM084264_1_70182851.0, CM084271_1_3819803.1","50","0.7","-0.69","-0.58","2","1","FALSE"
"17","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B8-pH8.bam","adapter_trim.F3-J29-pH8.bam","CM084265_1_70597838.0, CM084268_1_3710137.0, CM084268_1_3704020.0, CM084266_1_63167162.0, CM084275_1_40706319.0, CM084275_1_8878555.1, CM084266_1_63468235.1, CM084270_1_4920911.0, CM084268_1_50323442.1, CM084279_1_1072367.1, CM084271_1_44077341.0, CM084264_1_74800272.1, CM084275_1_400276.1, CM084264_1_72912659.0, CM084271_1_37237146.1, CM084265_1_72091374.1, CM084274_1_4695002.1, CM084268_1_3704001.0, CM084275_1_66811.1, CM084264_1_65422.0, CM084265_1_71265314.0, CM084264_1_2738113.0, CM084278_1_15228688.0, CM084276_1_1500490.1, CM084275_1_312961.0, CM084264_1_70182852.1, CM084269_1_1556267.0, CM084275_1_272975.1, CM084276_1_7202888.1, CM084267_1_591197.0, CM084274_1_4863936.0, CM084267_1_5882424.0, CM084267_1_5168533.1, CM084278_1_20679238.0, CM084267_1_51346515.1, CM084275_1_2509962.1, CM084271_1_26325742.0, CM084276_1_714435.0, CM084269_1_4636404.1, CM084264_1_74800265.1, CM084279_1_16586120.1, CM084279_1_1064680.1, CM084276_1_38558458.1, CM084266_1_57841523.0, CM084265_1_71899669.1, CM084269_1_39737155.1, CM084271_1_26332994.0, CM084266_1_59802321.1, CM084277_1_30165082.1, CM084271_1_3821267.0","50","0.14","-0.28","-0.25","4","1","FALSE"
"18","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B3-pH8.bam","adapter_trim.F3-J30-pH8.bam","CM084270_1_42345710.1, CM084271_1_26332979.1, CM084264_1_70355125.0, CM084266_1_65347099.0, CM084268_1_46382.0, CM084265_1_72178250.0, CM084265_1_39553345.0, CM084265_1_72071374.1, CM084265_1_68786095.1, CM084267_1_6420851.1, CM084267_1_1134424.0, CM084269_1_41823136.1, CM084264_1_61167131.1, CM084277_1_31296163.0, CM084266_1_69063996.0, CM084277_1_18546601.0, CM084265_1_60215543.1, CM084264_1_73927178.0, CM084269_1_1549190.0, CM084264_1_34294652.0, CM084274_1_4795052.0, CM084264_1_69902275.1, CM084265_1_24901907.1, CM084265_1_71265241.1, CM084264_1_26771521.0, CM084277_1_1856957.0, CM084271_1_344493.1, CM084276_1_38558604.0, CM084266_1_58915367.1, CM084273_1_31866838.1, CM084265_1_1816564.0, CM084266_1_66832562.1, CM084266_1_46766313.0, CM084264_1_73300783.0, CM084269_1_43524068.1, CM084264_1_73309406.1, CM084269_1_15812960.1, CM084264_1_34300494.0, CM084277_1_36521583.1, CM084271_1_3819548.1, CM084274_1_4792256.1, CM084270_1_8244653.0, CM084272_1_33617991.0, CM084274_1_6125560.0, CM084266_1_68960355.0, CM084265_1_61648598.0, CM084270_1_42355504.0, CM084265_1_68073022.1, CM084275_1_39338236.1, CM084277_1_36519423.1","50","0.32","0.05","-0.21","","1","FALSE"
"19","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B5-pH8.bam","adapter_trim.F3-J3-pH8.bam","CM084265_1_65268038.0, CM084264_1_61227529.0, CM084264_1_73349423.0, CM084277_1_36521175.0, CM084268_1_2696122.0, CM084267_1_832157.1, CM084272_1_36474231.1, CM084274_1_4861946.0, CM084271_1_257113.1, CM084264_1_75278300.1, CM084278_1_20732805.0, CM084268_1_49721854.0, CM084278_1_23536520.0, CM084278_1_20861266.1, CM084268_1_42008.1, CM084271_1_43860456.1, CM084264_1_69298657.1, CM084268_1_18512752.0, CM084265_1_72074244.0, CM084278_1_23541775.1, CM084277_1_30027539.1, CM084275_1_66811.0, CM084276_1_38775924.0, CM084270_1_47076329.0, CM084267_1_6421555.0, CM084271_1_218843.0, CM084265_1_73060812.0, CM084265_1_65204740.0, CM084269_1_1567360.0, CM084273_1_31864421.1, CM084265_1_71899680.0, CM084268_1_50202339.1, CM084273_1_32698886.0, CM084274_1_4788621.0, CM084276_1_1856639.1, CM084271_1_3820313.0, CM084271_1_760000.0, CM084266_1_69625511.0, CM084264_1_70466152.1, CM084267_1_6420853.1, CM084276_1_4238176.1, CM084273_1_31862397.1, CM084276_1_25807604.0, CM084275_1_40519747.0, CM084265_1_66143640.1, CM084275_1_40519747.0, CM084266_1_65347078.0, CM084269_1_47255758.1, CM084271_1_44104300.1, CM084267_1_50993981.0","50","0.35","-0.36","-0.78","1","1","TRUE"
"20","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B3-pH8.bam","adapter_trim.F3-J43-pH8.bam","CM084275_1_23075960.0, CM084271_1_3820313.0, CM084266_1_68322200.1, CM084264_1_70173613.1, CM084269_1_43523897.1, CM084278_1_20701460.1, CM084278_1_5144630.0, CM084274_1_4864709.0, CM084265_1_70609247.0, CM084279_1_31409239.1, CM084274_1_42859664.1, CM084265_1_24898691.0, CM084268_1_50321964.0, CM084270_1_4751756.0, CM084270_1_8244653.1, CM084270_1_46587607.0, CM084265_1_59221309.1, CM084265_1_71925470.0, CM084266_1_65401967.1, CM084277_1_30953045.1, CM084264_1_73931024.1, CM084267_1_6421227.0, CM084265_1_72368298.1, CM084274_1_4694522.1, CM084264_1_73927178.1, CM084264_1_73312740.1, CM084276_1_11705154.0, CM084272_1_33597658.0, CM084278_1_20865574.1, CM084277_1_30953045.0, CM084275_1_1304711.0, CM084274_1_4795052.1, CM084274_1_4793160.1, CM084279_1_10156951.1, CM084276_1_38773493.0, CM084279_1_10156951.1, CM084271_1_1034852.1, CM084269_1_15823421.1, CM084265_1_69916644.0, CM084268_1_50679518.1, CM084268_1_4026799.0, CM084268_1_50323442.1, CM084275_1_675783.0, CM084267_1_52896140.1, CM084264_1_7131437.1, CM084264_1_69862115.1, CM084273_1_31862197.1, CM084279_1_31409037.1, CM084265_1_68798193.0, CM084265_1_72986696.0","50","0.47","-0.59","-0.55","","1","FALSE"
"21","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B1-pH8.bam","adapter_trim.F3-J8-pH8.bam","CM084264_1_6517724.1, CM084274_1_4769080.0, CM084272_1_1596710.0, CM084271_1_337313.1, CM084279_1_32666409.1, CM084265_1_69913596.0, CM084278_1_4074311.1, CM084266_1_23295918.0, CM084266_1_70396245.0, CM084266_1_57882817.0, CM084272_1_18193991.1, CM084268_1_28845855.1, CM084272_1_1894340.0, CM084271_1_43860497.0, CM084268_1_42024.0, CM084277_1_30626985.1, CM084264_1_69298657.1, CM084266_1_57882581.1, CM084264_1_75278242.1, CM084269_1_1549393.1, CM084274_1_4708735.0, CM084268_1_24031324.1, CM084264_1_72011674.0, CM084275_1_40706380.1, CM084265_1_8361584.1, CM084267_1_700054.1, CM084265_1_8361584.1, CM084268_1_3695238.1, CM084265_1_8362486.0, CM084272_1_33603798.1, CM084265_1_68806465.1, CM084279_1_1196450.1, CM084270_1_47077465.0, CM084266_1_57886823.0, CM084272_1_1891444.0, CM084267_1_3204556.0, CM084275_1_39776636.1, CM084264_1_70210134.0, CM084274_1_42296087.1, CM084268_1_28845501.1, CM084268_1_46422.0, CM084278_1_22667330.1, CM084270_1_4921018.0, CM084270_1_39396180.0, CM084275_1_272975.0, CM084270_1_9411945.0, CM084265_1_72071366.0, CM084275_1_328861.1, CM084268_1_50679553.1, CM084275_1_39774860.0","50","0.22","-0.52","-0.58","1","1","TRUE"
"22","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B8-pH8.bam","adapter_trim.F3-J37-pH8.bam","CM084276_1_11709759.1, CM084275_1_25396988.0, CM084276_1_4238114.0, CM084270_1_12307506.1, CM084268_1_50224896.1, CM084268_1_1508049.0, CM084265_1_72898809.0, CM084269_1_40451682.0, CM084270_1_11478201.0, CM084268_1_2717677.1, CM084273_1_31863671.0, CM084267_1_30269806.1, CM084275_1_23095998.0, CM084276_1_1856932.1, CM084269_1_12905566.0, CM084275_1_38169337.1, CM084272_1_27414381.0, CM084271_1_10301903.1, CM084266_1_57882736.0, CM084269_1_1549190.0, CM084264_1_73180493.1, CM084269_1_15799390.1, CM084267_1_51248424.0, CM084274_1_4730203.1, CM084268_1_49735243.1, CM084278_1_16767353.1, CM084264_1_26771545.1, CM084268_1_275067.0, CM084268_1_2720940.1, CM084266_1_70940178.1, CM084271_1_19655912.0, CM084266_1_58087784.0, CM084265_1_68808152.1, CM084278_1_22645215.0, CM084269_1_35627061.0, CM084270_1_4751873.1, CM084279_1_1072351.0, CM084274_1_4868380.0, CM084265_1_69915221.0, CM084266_1_69623578.1, CM084265_1_66141850.0, CM084274_1_4709093.0, CM084276_1_1856932.0, CM084279_1_1064677.1, CM084265_1_73059931.1, CM084275_1_38995260.0, CM084276_1_38552579.0, CM084265_1_69004202.1, CM084268_1_3710137.1, CM084268_1_3261991.1","50","0.3","-0.49","-0.15","4","1","FALSE"
"23","adapter_trim.F2-B11-pH8.bam","adapter_trim.F2-B23-pH8.bam","adapter_trim.F3-J3-pH8.bam","CM084274_1_34977123.1, CM084265_1_70975032.0, CM084279_1_32640625.0, CM084279_1_10149633.0, CM084276_1_38096618.0, CM084272_1_1704404.1, CM084264_1_65945.0, CM084271_1_3819548.1, CM084265_1_14403559.1, CM084269_1_15799394.0, CM084271_1_10301903.1, CM084264_1_73152528.0, CM084268_1_9292468.0, CM084278_1_5144637.1, CM084279_1_161386.1, CM084274_1_41688611.1, CM084264_1_66525951.0, CM084277_1_1856957.0, CM084270_1_10495406.0, CM084266_1_64725838.0, CM084266_1_70706238.1, CM084268_1_24031246.0, CM084274_1_5046195.0, CM084274_1_4694916.0, CM084266_1_58099055.1, CM084274_1_4730026.0, CM084265_1_72071409.0, CM084273_1_31865230.1, CM084268_1_3691704.0, CM084274_1_4694263.1, CM084279_1_32652220.1, CM084279_1_32915269.1, CM084276_1_37987468.0, CM084275_1_319819.1, CM084275_1_25396988.0, CM084273_1_31862642.1, CM084266_1_66377784.0, CM084268_1_22932621.0, CM084273_1_31862042.0, CM084265_1_64196870.0, CM084268_1_49719767.1, CM084266_1_23295925.1, CM084277_1_30623529.0, CM084265_1_65233046.0, CM084266_1_69051080.0, CM084267_1_699277.1, CM084267_1_4505260.0, CM084266_1_69545761.0, CM084264_1_70182851.0, CM084271_1_3819803.1","50","0.25","-0.25","-0.36","2","1","FALSE"
"24","adapter_trim.F2-B12-pH8.bam","adapter_trim.F2-B13-pH8.bam","adapter_trim.F3-J32-pH8.bam","CM084271_1_256611.1, CM084267_1_2652515.1, CM084279_1_31409578.0, CM084265_1_68072879.0, CM084265_1_64527991.1, CM084279_1_1064676.1, CM084264_1_66439628.0, CM084266_1_69141161.0, CM084273_1_32683023.1, CM084265_1_39553350.0, CM084276_1_38773530.1, CM084278_1_15228737.0, CM084265_1_69381455.0, CM084270_1_11478201.0, CM084278_1_20865574.0, CM084275_1_4345059.1, CM084268_1_50323846.0, CM084265_1_8362532.0, CM084271_1_3818665.1, CM084264_1_73931084.0, CM084274_1_4709671.1, CM084264_1_75338719.0, CM084269_1_40336207.1, CM084269_1_1549190.0, CM084274_1_4864682.1, CM084268_1_3710137.1, CM084264_1_70466179.1, CM084265_1_69913707.1, CM084271_1_10301903.0, CM084278_1_22665042.0, CM084274_1_4862014.1, CM084279_1_10156977.0, CM084271_1_43868125.1, CM084266_1_57884345.0, CM084270_1_47077479.0, CM084266_1_58111750.1, CM084277_1_30953057.1, CM084270_1_19464672.0, CM084273_1_42285577.1, CM084269_1_15823106.1, CM084274_1_3692385.1, CM084266_1_69056442.1, CM084269_1_39737155.0, CM084267_1_2910789.0, CM084278_1_20689080.1, CM084279_1_10147284.0, CM084274_1_4708748.1, CM084269_1_1549190.0, CM084276_1_1510348.1, CM084264_1_34300890.1","50","0.57","-0.19","-0.05","3","1","FALSE"
"25","adapter_trim.F2-B12-pH8.bam","adapter_trim.F2-B13-pH8.bam","adapter_trim.F3-J43-pH8.bam","CM084275_1_529161.1, CM084279_1_32641182.1, CM084265_1_64196884.0, CM084265_1_69004214.0, CM084271_1_43860497.1, CM084270_1_19464668.0, CM084278_1_20689091.0, CM084269_1_36339693.1, CM084267_1_52593775.1, CM084264_1_68634815.1, CM084266_1_69314168.1, CM084275_1_25388529.1, CM084264_1_64487818.1, CM084272_1_18553681.1, CM084274_1_4730089.1, CM084265_1_70595159.1, CM084267_1_2652515.0, CM084270_1_32126089.0, CM084265_1_959807.1, CM084269_1_15809932.1, CM084270_1_46590815.0, CM084271_1_30532481.1, CM084270_1_47076316.1, CM084264_1_71718001.1, CM084274_1_4795052.1, CM084266_1_68322194.1, CM084265_1_58487818.1, CM084275_1_25393266.1, CM084279_1_161458.1, CM084274_1_4792351.1, CM084266_1_23295283.0, CM084265_1_790962.1, CM084278_1_16774020.1, CM084265_1_66141859.1, CM084264_1_66525864.0, CM084277_1_18541349.0, CM084269_1_47265300.0, CM084270_1_39395894.0, CM084273_1_32683016.1, CM084276_1_61700.1, CM084277_1_10417489.0, CM084264_1_6956767.0, CM084270_1_47077588.0, CM084270_1_39395973.0, CM084269_1_1556257.1, CM084266_1_70706208.1, CM084278_1_24948349.1, CM084268_1_50323439.1, CM084266_1_64164374.1, CM084274_1_5566177.0","50","0.61","-0.79","-0.55","3","1","FALSE"
"26","adapter_trim.F2-B12-pH8.bam","adapter_trim.F2-B1-pH8.bam","adapter_trim.F3-J45-pH8.bam","CM084279_1_33759502.0, CM084266_1_71319410.0, CM084278_1_22654265.1, CM084271_1_30532519.0, CM084279_1_10149547.1, CM084274_1_4709636.1, CM084265_1_64585921.0, CM084274_1_4788669.1, CM084275_1_8878522.0, CM084269_1_12905572.1, CM084265_1_71265328.1, CM084265_1_69924624.0, CM084271_1_19655939.1, CM084271_1_44075859.0, CM084275_1_25395462.0, CM084271_1_43920589.1, CM084276_1_37987483.0, CM084269_1_43524104.1, CM084266_1_69793914.1, CM084275_1_524594.1, CM084269_1_15799397.1, CM084266_1_57888563.0, CM084279_1_10159275.0, CM084266_1_69545761.0, CM084274_1_4863301.1, CM084275_1_524614.0, CM084265_1_71265272.1, CM084265_1_71820726.1, CM084270_1_42348997.0, CM084266_1_52832550.1, CM084274_1_4863175.0, CM084279_1_32640578.0, CM084271_1_44086137.1, CM084264_1_6990394.1, CM084272_1_1894338.1, CM084268_1_50219227.0, CM084274_1_4726638.1, CM084272_1_33546605.0, CM084264_1_72054047.0, CM084265_1_59221322.0, CM084266_1_71317540.1, CM084275_1_40519747.1, CM084269_1_1567491.1, CM084276_1_38970473.1, CM084265_1_71925442.1, CM084271_1_26332979.1, CM084269_1_12905592.0, CM084264_1_72118711.1, CM084278_1_20689091.0, CM084269_1_15827787.1","50","0.5","-0.36","-0.64","1","1","TRUE"
"27","adapter_trim.F2-B12-pH8.bam","adapter_trim.F2-B23-pH8.bam","adapter_trim.F3-J45-pH8.bam","CM084264_1_70175539.1, CM084268_1_49082756.1, CM084274_1_4863965.1, CM084266_1_69051092.0, CM084271_1_43338888.0, CM084273_1_9136147.1, CM084265_1_71792056.1, CM084265_1_66143629.1, CM084265_1_71265331.0, CM084269_1_4628634.1, CM084269_1_42862798.0, CM084267_1_2081904.0, CM084270_1_8444546.0, CM084272_1_2072734.1, CM084270_1_47103340.1, CM084267_1_6421475.0, CM084266_1_57882573.1, CM084274_1_4785935.0, CM084269_1_1556175.0, CM084265_1_19672164.1, CM084267_1_699449.1, CM084270_1_39395914.0, CM084271_1_44086160.1, CM084271_1_37170448.0, CM084267_1_48167440.0, CM084270_1_4751817.0, CM084277_1_18535852.1, CM084269_1_43524104.0, CM084266_1_58099055.1, CM084268_1_49721842.1, CM084268_1_50739258.1, CM084268_1_3261991.0, CM084267_1_5881751.0, CM084269_1_43524104.0, CM084277_1_10628755.1, CM084278_1_22667307.1, CM084265_1_66142270.1, CM084275_1_319814.1, CM084272_1_43469487.1, CM084278_1_23540735.1, CM084276_1_38772810.0, CM084274_1_4818355.0, CM084277_1_30611605.1, CM084265_1_14403401.1, CM084264_1_34293018.1, CM084267_1_52092644.0, CM084264_1_69875456.0, CM084273_1_42285577.1, CM084266_1_70707506.0, CM084277_1_1868384.0","50","0.14","-0.46","-1.01","2","1","FALSE"
"28","adapter_trim.F2-B12-pH8.bam","adapter_trim.F2-B13-pH8.bam","adapter_trim.F3-J24-pH8.bam","CM084269_1_43524472.1, CM084276_1_25532347.0, CM084275_1_23075960.0, CM084265_1_69007607.1, CM084270_1_19464672.0, CM084265_1_64969585.0, CM084279_1_1072351.1, CM084265_1_71796271.0, CM084268_1_50216526.1, CM084278_1_25830477.0, CM084274_1_4700811.1, CM084279_1_10156946.1, CM084268_1_45604.0, CM084269_1_1555094.1, CM084269_1_46733053.0, CM084265_1_24898734.0, CM084265_1_59221322.0, CM084274_1_4730026.1, CM084264_1_6956767.0, CM084276_1_20157323.0, CM084266_1_69051080.0, CM084265_1_71831409.0, CM084272_1_1704404.0, CM084268_1_50224886.1, CM084265_1_70975032.0, CM084266_1_64725837.1, CM084278_1_22665046.1, CM084275_1_35717367.0, CM084272_1_33452056.1, CM084277_1_29208310.1, CM084277_1_36519423.1, CM084271_1_218791.1, CM084275_1_25393266.0, CM084275_1_38169332.0, CM084269_1_15820188.1, CM084278_1_17460152.0, CM084278_1_8558512.0, CM084265_1_72368258.0, CM084266_1_68519988.1, CM084265_1_8362486.0, CM084266_1_59356462.0, CM084278_1_20695466.1, CM084272_1_33453681.1, CM084268_1_28855779.0, CM084271_1_7136527.1, CM084278_1_22667296.0, CM084267_1_2104179.0, CM084271_1_44090307.0, CM084278_1_19961223.1, CM084265_1_64585926.1","50","0.22","-0.31","-0.62","3","1","FALSE"
