"","sire","dam","id","loci","n.loci","LLRpair","LLRdam","LLRsire","dam.batch","sire.batch","Fertilization_pairs"
"11","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J147-pH8.bam","CM084269_1_45423025.0, CM084267_1_11257220.0, CM084266_1_46766307.0, CM084269_1_46688972.0, CM084269_1_40338566.1, CM084265_1_8362532.1, CM084268_1_49735217.0, CM084267_1_50994309.0, CM084270_1_46588177.1, CM084265_1_71265230.1, CM084271_1_39686056.0, CM084277_1_36521583.0, CM084276_1_38539465.0, CM084264_1_75506833.0, CM084279_1_32648014.0, CM084274_1_4798803.0, CM084266_1_69141161.1, CM084278_1_20591212.1, CM084267_1_2081902.0, CM084265_1_19672164.1, CM084269_1_15799430.1, CM084265_1_58531646.0, CM084267_1_51248500.0, CM084268_1_3704001.1, CM084266_1_70181820.0, CM084269_1_35627096.0, CM084265_1_14403401.1, CM084267_1_51000190.0, CM084275_1_529161.1, CM084275_1_39780958.0, CM084278_1_22654265.1, CM084271_1_44190420.1, CM084269_1_35627068.1, CM084274_1_4795482.0, CM084269_1_12905562.0, CM084268_1_3699577.1, CM084266_1_64726670.1, CM084274_1_4694230.1, CM084267_1_9175849.0, CM084277_1_29208392.0, CM084271_1_3814148.1, CM084269_1_43525341.0, CM084265_1_70801089.0, CM084269_1_42862707.0, CM084268_1_2720910.1, CM084278_1_23542543.0, CM084276_1_38072639.0, CM084265_1_70979980.1, CM084272_1_18194129.0, CM084264_1_73926180.0","50","0.35","-0.26","-0.26","1","4","FALSE"
"12","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-B13-pH8.bam","CM084268_1_47694452.0, CM084265_1_64733351.1, CM084265_1_71925442.0, CM084271_1_3822736.1, CM084279_1_10157014.0, CM084264_1_70175551.1, CM084276_1_12392697.0, CM084274_1_4778747.0, CM084275_1_25388559.0, CM084279_1_10150695.1, CM084269_1_46858338.1, CM084271_1_44091708.1, CM084276_1_1856904.0, CM084274_1_42855653.1, CM084265_1_71925202.0, CM084274_1_41688609.0, CM084271_1_43851366.0, CM084266_1_57888640.0, CM084275_1_20000958.0, CM084274_1_4704387.0, CM084269_1_39737144.1, CM084279_1_10150674.0, CM084267_1_5882424.1, CM084269_1_15827759.1, CM084276_1_2841302.1, CM084279_1_32640622.0, CM084275_1_38169337.0, CM084274_1_4795058.0, CM084264_1_72117194.1, CM084278_1_23541042.0, CM084265_1_66142270.1, CM084268_1_50739136.0, CM084268_1_50225351.1, CM084277_1_30611605.1, CM084271_1_3805848.1, CM084276_1_38775936.1, CM084264_1_2737868.0, CM084279_1_929045.0, CM084269_1_15809861.0, CM084265_1_46089443.1, CM084276_1_38287449.1, CM084274_1_4773522.1, CM084268_1_50790919.1, CM084271_1_1034868.1, CM084266_1_69315469.1, CM084271_1_26325742.0, CM084278_1_22667296.0, CM084276_1_20157075.1, CM084266_1_57882079.0, CM084269_1_15818485.0","50","0.26","-0.04","-0.62","2, 4","4","TRUE"
"13","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J85-pH8.bam","CM084275_1_672856.0, CM084276_1_20157067.0, CM084270_1_32126724.0, CM084272_1_36474242.1, CM084277_1_5804551.0, CM084271_1_43868189.1, CM084278_1_22667307.0, CM084279_1_31065250.0, CM084274_1_4795062.0, CM084272_1_33503448.1, CM084269_1_12904900.1, CM084267_1_5165677.1, CM084274_1_4694916.0, CM084277_1_4876009.0, CM084267_1_2426163.1, CM084270_1_19464627.0, CM084272_1_1327530.1, CM084271_1_3821131.0, CM084269_1_43525399.1, CM084276_1_1856078.0, CM084265_1_68869491.1, CM084274_1_4734035.1, CM084274_1_4694551.0, CM084279_1_16586112.0, CM084274_1_4795086.0, CM084266_1_57883008.0, CM084275_1_1304704.1, CM084276_1_38558546.0, CM084272_1_41046375.0, CM084273_1_31862649.1, CM084278_1_20625578.1, CM084272_1_1704379.0, CM084267_1_832159.1, CM084269_1_43524168.0, CM084276_1_1856078.1, CM084266_1_59364074.1, CM084266_1_68478650.0, CM084265_1_71796309.1, CM084268_1_18512752.1, CM084268_1_50739244.1, CM084264_1_75512053.0, CM084265_1_64196884.0, CM084264_1_70466154.1, CM084271_1_3814120.1, CM084271_1_3814120.0, CM084265_1_68868202.1, CM084269_1_1580179.0, CM084264_1_34300494.0, CM084278_1_20734518.1, CM084266_1_58099055.1","50","0.28","-0.15","0.08","2","4","FALSE"
"14","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J105-pH8.bam","CM084268_1_4026799.1, CM084274_1_41688611.0, CM084269_1_43524104.1, CM084279_1_10157014.1, CM084272_1_33453804.1, CM084265_1_24901885.1, CM084276_1_25809361.0, CM084276_1_2874135.1, CM084264_1_70188213.1, CM084277_1_5804354.1, CM084275_1_39491725.0, CM084273_1_31861630.0, CM084269_1_43528587.1, CM084279_1_1196447.1, CM084276_1_20157194.1, CM084268_1_3704001.0, CM084266_1_69085555.1, CM084277_1_30168380.0, CM084277_1_1869733.1, CM084271_1_26325742.1, CM084266_1_68919260.0, CM084269_1_43525116.0, CM084266_1_69547380.1, CM084264_1_61167194.1, CM084264_1_73291504.0, CM084274_1_3691349.0, CM084268_1_28845501.0, CM084266_1_70706238.0, CM084269_1_15820188.1, CM084264_1_34294476.1, CM084265_1_64733395.1, CM084276_1_38072633.1, CM084274_1_4795479.1, CM084274_1_4788084.1, CM084264_1_69862115.1, CM084267_1_2908982.0, CM084269_1_1577711.1, CM084264_1_72011613.0, CM084275_1_524594.1, CM084277_1_4875753.0, CM084276_1_12385340.0, CM084266_1_64002736.1, CM084278_1_23536923.1, CM084266_1_1233079.0, CM084265_1_59221275.1, CM084265_1_72368293.0, CM084273_1_31865717.0, CM084271_1_43338888.1, CM084264_1_70175539.1, CM084271_1_344491.0","50","0.14","-0.3","0","1","4","FALSE"
"15","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J122-pH8.bam","CM084276_1_7202997.1, CM084269_1_35627054.1, CM084272_1_18188620.1, CM084264_1_69539449.0, CM084266_1_69632417.1, CM084265_1_24898691.0, CM084271_1_30532519.0, CM084275_1_327918.1, CM084265_1_70979980.1, CM084266_1_69051080.1, CM084265_1_3130640.0, CM084270_1_4921025.0, CM084276_1_1625254.0, CM084268_1_50790925.1, CM084267_1_51033717.1, CM084275_1_2509950.0, CM084273_1_21179270.1, CM084277_1_30635514.1, CM084267_1_52776062.0, CM084279_1_32917233.0, CM084269_1_45420483.1, CM084279_1_10147738.0, CM084268_1_50200519.0, CM084274_1_4795062.1, CM084270_1_47077479.0, CM084274_1_4674050.0, CM084273_1_42287254.0, CM084277_1_10417520.1, CM084264_1_70173621.1, CM084264_1_70173615.1, CM084279_1_10156946.0, CM084276_1_4238124.0, CM084274_1_4863343.0, CM084265_1_19672164.0, CM084279_1_32640622.0, CM084276_1_1500414.1, CM084264_1_66439568.1, CM084273_1_31862599.0, CM084266_1_71149027.1, CM084266_1_68319456.0, CM084270_1_46589386.0, CM084274_1_4694202.0, CM084266_1_58086170.1, CM084269_1_45423014.1, CM084265_1_73060807.1, CM084276_1_25809481.0, CM084275_1_38995359.1, CM084266_1_64725837.0, CM084264_1_70182851.1, CM084278_1_20858390.0","50","0.12","-0.27","-0.75","3","3","TRUE"
"16","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J108-pH8.bam","CM084272_1_18188624.0, CM084265_1_73060807.0, CM084264_1_75512070.0, CM084272_1_44059306.1, CM084273_1_33585263.0, CM084269_1_43528550.0, CM084269_1_15813150.0, CM084267_1_13261464.1, CM084271_1_44134413.0, CM084270_1_4921089.1, CM084277_1_5804570.1, CM084266_1_69794604.0, CM084274_1_4870391.0, CM084273_1_42294202.0, CM084266_1_23317745.1, CM084268_1_3704024.1, CM084264_1_69287125.0, CM084268_1_24031408.1, CM084264_1_34294469.0, CM084264_1_66561947.1, CM084277_1_30629891.1, CM084266_1_69547380.0, CM084267_1_13226543.0, CM084267_1_700114.1, CM084276_1_38773530.1, CM084268_1_37774069.0, CM084276_1_20157233.0, CM084267_1_2908982.0, CM084276_1_1855843.1, CM084269_1_15823954.1, CM084270_1_47103340.0, CM084276_1_37353154.1, CM084266_1_57882817.0, CM084275_1_267983.1, CM084265_1_8362532.1, CM084268_1_22932621.1, CM084272_1_2928852.1, CM084277_1_10628711.1, CM084266_1_68884692.0, CM084265_1_69381534.0, CM084279_1_1064862.0, CM084279_1_161074.1, CM084269_1_46689548.1, CM084270_1_4920918.0, CM084267_1_9175848.1, CM084275_1_42592938.0, CM084268_1_50681637.0, CM084269_1_46858338.0, CM084276_1_1510330.1, CM084267_1_9175847.0","50","0.12","-0.41","-0.21","1, 4","3","FALSE"
"17","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-B16-pH8.bam","CM084278_1_22667297.0, CM084265_1_790976.0, CM084275_1_23075960.0, CM084267_1_2309126.0, CM084277_1_29782026.0, CM084277_1_31027250.0, CM084266_1_57889035.1, CM084271_1_3819398.1, CM084275_1_2509952.1, CM084269_1_45238254.0, CM084278_1_22665572.1, CM084275_1_400292.0, CM084267_1_5165711.0, CM084276_1_11709759.0, CM084270_1_9401006.1, CM084269_1_15828545.0, CM084265_1_71825876.1, CM084274_1_4796884.0, CM084266_1_23321801.1, CM084265_1_69381619.0, CM084272_1_18553651.1, CM084265_1_24898691.0, CM084272_1_36474231.0, CM084279_1_10150674.1, CM084274_1_4788646.0, CM084277_1_31027250.0, CM084267_1_52092638.0, CM084266_1_69095439.1, CM084265_1_59221281.1, CM084265_1_68243992.1, CM084265_1_72368298.0, CM084264_1_68688356.0, CM084268_1_50216537.1, CM084274_1_34977132.1, CM084274_1_11619945.1, CM084268_1_3691160.0, CM084265_1_71925452.0, CM084266_1_23295918.1, CM084267_1_9175849.1, CM084267_1_50392692.1, CM084268_1_50679570.0, CM084279_1_649336.1, CM084279_1_161041.1, CM084268_1_1508040.0, CM084274_1_34977131.0, CM084265_1_69915221.0, CM084274_1_4793087.1, CM084274_1_4694916.0, CM084274_1_4695106.0, CM084271_1_44091713.0","50","0.46","-0.33","-0.38","2","3","FALSE"
"18","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J85-pH8.bam","CM084272_1_18188624.0, CM084265_1_73060807.0, CM084264_1_75512070.0, CM084272_1_44059306.1, CM084273_1_33585263.0, CM084269_1_43528550.0, CM084269_1_15813150.0, CM084267_1_13261464.1, CM084271_1_44134413.0, CM084270_1_4921089.1, CM084277_1_5804570.1, CM084266_1_69794604.0, CM084274_1_4870391.0, CM084273_1_42294202.0, CM084266_1_23317745.1, CM084268_1_3704024.1, CM084264_1_69287125.0, CM084268_1_24031408.1, CM084264_1_34294469.0, CM084264_1_66561947.1, CM084277_1_30629891.1, CM084266_1_69547380.0, CM084267_1_13226543.0, CM084267_1_700114.1, CM084276_1_38773530.1, CM084268_1_37774069.0, CM084276_1_20157233.0, CM084267_1_2908982.0, CM084276_1_1855843.1, CM084269_1_15823954.1, CM084270_1_47103340.0, CM084276_1_37353154.1, CM084266_1_57882817.0, CM084275_1_267983.1, CM084265_1_8362532.1, CM084268_1_22932621.1, CM084272_1_2928852.1, CM084277_1_10628711.1, CM084266_1_68884692.0, CM084265_1_69381534.0, CM084279_1_1064862.0, CM084279_1_161074.1, CM084269_1_46689548.1, CM084270_1_4920918.0, CM084267_1_9175848.1, CM084275_1_42592938.0, CM084268_1_50681637.0, CM084269_1_46858338.0, CM084276_1_1510330.1, CM084267_1_9175847.0","50","0.21","-0.26","0.08","1","3","FALSE"
"19","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J107-pH8.bam","CM084267_1_5168546.0, CM084272_1_18194192.1, CM084269_1_43525348.0, CM084266_1_69095441.0, CM084276_1_1625423.0, CM084267_1_13229742.0, CM084265_1_72076134.1, CM084278_1_32252678.0, CM084268_1_22932621.1, CM084274_1_4862958.1, CM084268_1_2832740.1, CM084277_1_36519423.1, CM084276_1_37352348.0, CM084271_1_3821269.1, CM084270_1_46587624.0, CM084279_1_992716.1, CM084264_1_69287336.1, CM084278_1_20858397.0, CM084276_1_38558585.1, CM084268_1_50321875.1, CM084268_1_1326648.0, CM084269_1_4628634.1, CM084271_1_44090328.0, CM084266_1_63468234.0, CM084276_1_7202997.0, CM084266_1_69085566.0, CM084265_1_59221383.0, CM084274_1_42859637.0, CM084268_1_50679570.1, CM084277_1_30631457.1, CM084272_1_675601.0, CM084279_1_1070294.1, CM084276_1_20156972.1, CM084268_1_28855770.0, CM084268_1_49721854.0, CM084269_1_43525348.1, CM084264_1_8112660.0, CM084274_1_4864682.1, CM084276_1_38558590.1, CM084271_1_44090310.1, CM084266_1_69052082.0, CM084270_1_47103340.1, CM084276_1_38787723.0, CM084268_1_2713891.0, CM084277_1_18541349.0, CM084265_1_64586071.0, CM084264_1_68688963.0, CM084265_1_58483282.0, CM084271_1_346616.1, CM084271_1_3820313.0","50","0.11","-0.35","-0.34","1","1","TRUE"
"20","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J105-pH8.bam","CM084272_1_18188624.0, CM084265_1_73060807.0, CM084264_1_75512070.0, CM084272_1_44059306.1, CM084273_1_33585263.0, CM084269_1_43528550.0, CM084269_1_15813150.0, CM084267_1_13261464.1, CM084271_1_44134413.0, CM084270_1_4921089.1, CM084277_1_5804570.1, CM084266_1_69794604.0, CM084274_1_4870391.0, CM084273_1_42294202.0, CM084266_1_23317745.1, CM084268_1_3704024.1, CM084264_1_69287125.0, CM084268_1_24031408.1, CM084264_1_34294469.0, CM084264_1_66561947.1, CM084277_1_30629891.1, CM084266_1_69547380.0, CM084267_1_13226543.0, CM084267_1_700114.1, CM084276_1_38773530.1, CM084268_1_37774069.0, CM084276_1_20157233.0, CM084267_1_2908982.0, CM084276_1_1855843.1, CM084269_1_15823954.1, CM084270_1_47103340.0, CM084276_1_37353154.1, CM084266_1_57882817.0, CM084275_1_267983.1, CM084265_1_8362532.1, CM084268_1_22932621.1, CM084272_1_2928852.1, CM084277_1_10628711.1, CM084266_1_68884692.0, CM084265_1_69381534.0, CM084279_1_1064862.0, CM084279_1_161074.1, CM084269_1_46689548.1, CM084270_1_4920918.0, CM084267_1_9175848.1, CM084275_1_42592938.0, CM084268_1_50681637.0, CM084269_1_46858338.0, CM084276_1_1510330.1, CM084267_1_9175847.0","50","0.6","-0.26","0.03","1","1","TRUE"
"21","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B12-pH8.bam","CM084276_1_7202997.1, CM084269_1_35627054.1, CM084272_1_18188620.1, CM084264_1_69539449.0, CM084266_1_69632417.1, CM084265_1_24898691.0, CM084271_1_30532519.0, CM084275_1_327918.1, CM084265_1_70979980.1, CM084266_1_69051080.1, CM084265_1_3130640.0, CM084270_1_4921025.0, CM084276_1_1625254.0, CM084268_1_50790925.1, CM084267_1_51033717.1, CM084275_1_2509950.0, CM084273_1_21179270.1, CM084277_1_30635514.1, CM084267_1_52776062.0, CM084279_1_32917233.0, CM084269_1_45420483.1, CM084279_1_10147738.0, CM084268_1_50200519.0, CM084274_1_4795062.1, CM084270_1_47077479.0, CM084274_1_4674050.0, CM084273_1_42287254.0, CM084277_1_10417520.1, CM084264_1_70173621.1, CM084264_1_70173615.1, CM084279_1_10156946.0, CM084276_1_4238124.0, CM084274_1_4863343.0, CM084265_1_19672164.0, CM084279_1_32640622.0, CM084276_1_1500414.1, CM084264_1_66439568.1, CM084273_1_31862599.0, CM084266_1_71149027.1, CM084266_1_68319456.0, CM084270_1_46589386.0, CM084274_1_4694202.0, CM084266_1_58086170.1, CM084269_1_45423014.1, CM084265_1_73060807.1, CM084276_1_25809481.0, CM084275_1_38995359.1, CM084266_1_64725837.0, CM084264_1_70182851.1, CM084278_1_20858390.0","50","0.37","-0.35","-0.24","3","1","FALSE"
"22","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J107-pH8.bam","CM084264_1_5215232.0, CM084274_1_42293378.0, CM084266_1_68515581.0, CM084273_1_268148.0, CM084266_1_23296704.0, CM084267_1_8118559.0, CM084278_1_22665042.0, CM084277_1_30611564.0, CM084269_1_43528587.0, CM084268_1_23612506.0, CM084266_1_57889053.1, CM084275_1_4345059.0, CM084269_1_43524472.0, CM084278_1_20732805.0, CM084264_1_74800272.1, CM084264_1_64487818.1, CM084274_1_4695205.0, CM084265_1_69924624.0, CM084275_1_29098655.0, CM084274_1_5033051.1, CM084266_1_62460055.1, CM084277_1_30953064.1, CM084278_1_25830477.1, CM084276_1_61679.0, CM084276_1_38787723.1, CM084273_1_7839210.0, CM084265_1_72368147.0, CM084266_1_23321836.0, CM084272_1_1891482.0, CM084275_1_25388576.0, CM084266_1_70706208.1, CM084269_1_1567833.1, CM084269_1_40336193.0, CM084275_1_25397304.0, CM084273_1_33585263.0, CM084273_1_31862476.0, CM084275_1_400276.0, CM084275_1_400276.0, CM084278_1_28652016.0, CM084264_1_34294652.0, CM084268_1_3699708.1, CM084267_1_1134424.1, CM084279_1_1064680.1, CM084276_1_38285682.0, CM084276_1_4238124.1, CM084271_1_19655878.1, CM084274_1_6125439.1, CM084278_1_15228688.0, CM084272_1_7002402.0, CM084269_1_40451676.1","50","0.59","-0.69","-0.12","1, 4","1","TRUE"
"23","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J107-pH8.bam","CM084269_1_45420488.1, CM084265_1_69924480.0, CM084264_1_39013.1, CM084266_1_68200825.0, CM084264_1_73291504.0, CM084275_1_8878522.0, CM084271_1_3818665.0, CM084269_1_12905587.1, CM084269_1_1577711.1, CM084265_1_73061238.0, CM084264_1_70190068.0, CM084265_1_70609247.0, CM084265_1_46089443.1, CM084264_1_2740285.1, CM084274_1_4773492.1, CM084268_1_2832742.0, CM084276_1_4238165.1, CM084275_1_1304750.1, CM084276_1_38961028.0, CM084264_1_6151081.0, CM084279_1_1070763.0, CM084266_1_59802321.1, CM084265_1_71265230.0, CM084270_1_39396029.0, CM084267_1_6421475.1, CM084275_1_66834.1, CM084269_1_1567491.0, CM084278_1_20742383.1, CM084269_1_12903174.0, CM084271_1_10303572.0, CM084274_1_4864682.0, CM084265_1_69007603.0, CM084271_1_37237148.0, CM084269_1_45438488.1, CM084271_1_43868125.1, CM084272_1_1891434.0, CM084270_1_8242343.0, CM084277_1_31027250.1, CM084264_1_34292374.0, CM084268_1_50202339.0, CM084274_1_4694230.1, CM084271_1_379009.0, CM084267_1_6420828.1, CM084278_1_23541042.0, CM084270_1_42349010.0, CM084267_1_11257220.1, CM084264_1_8098035.1, CM084275_1_4345059.1, CM084276_1_4238114.0, CM084265_1_24901885.1","50","0.22","-0.19","-0.52","1, 4","3","FALSE"
"24","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J147-pH8.bam","CM084274_1_4695098.1, CM084265_1_72091635.0, CM084275_1_400249.0, CM084264_1_73926179.1, CM084270_1_4751756.0, CM084277_1_10628711.1, CM084278_1_23542543.1, CM084269_1_15812965.0, CM084271_1_26325707.1, CM084270_1_42348997.1, CM084269_1_45238132.1, CM084267_1_48167385.1, CM084270_1_19464672.0, CM084267_1_2426144.0, CM084268_1_50225025.1, CM084276_1_4238165.0, CM084265_1_54591384.0, CM084265_1_1816578.0, CM084265_1_60313980.0, CM084271_1_44083919.0, CM084264_1_69271980.1, CM084264_1_69298657.1, CM084267_1_2908860.1, CM084274_1_4694263.1, CM084272_1_33497675.1, CM084272_1_18170761.1, CM084279_1_161440.1, CM084273_1_42294202.1, CM084270_1_47077463.0, CM084269_1_15806965.1, CM084264_1_70466147.1, CM084266_1_50301553.0, CM084264_1_34294652.1, CM084266_1_69141150.0, CM084274_1_5028288.1, CM084269_1_46733053.1, CM084274_1_4868380.1, CM084274_1_4796079.1, CM084274_1_4709089.1, CM084274_1_4863175.1, CM084266_1_69056442.1, CM084272_1_9069880.1, CM084268_1_45574.1, CM084270_1_19464591.0, CM084279_1_10150695.0, CM084274_1_4869944.1, CM084265_1_72368204.0, CM084279_1_10150674.1, CM084266_1_71148891.0, CM084265_1_71796300.0","50","0.23","-0.13","-0.68","3","3","TRUE"
"25","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J104-pH8.bam","CM084269_1_43523950.0, CM084279_1_10150672.0, CM084267_1_51248426.1, CM084273_1_10424351.0, CM084278_1_20865574.1, CM084274_1_4798805.0, CM084268_1_24030404.1, CM084276_1_20156972.1, CM084279_1_160989.1, CM084270_1_4751880.0, CM084275_1_40706380.0, CM084268_1_18519472.1, CM084275_1_25388888.1, CM084271_1_3819548.0, CM084272_1_18188792.1, CM084267_1_2309126.0, CM084276_1_38558590.0, CM084275_1_39774860.0, CM084264_1_70471433.0, CM084274_1_4863343.1, CM084268_1_50202371.1, CM084270_1_42355495.0, CM084271_1_3805850.1, CM084265_1_1816578.0, CM084268_1_50323442.1, CM084277_1_30623529.1, CM084270_1_47076332.0, CM084278_1_8558506.1, CM084264_1_2738116.0, CM084271_1_19655964.1, CM084266_1_58087794.0, CM084270_1_46590815.0, CM084269_1_39737147.1, CM084279_1_32666409.0, CM084277_1_30611496.1, CM084276_1_38864870.1, CM084278_1_16767343.0, CM084274_1_34977132.0, CM084265_1_71794444.0, CM084264_1_72118697.1, CM084269_1_12905566.0, CM084265_1_69916644.0, CM084279_1_32917232.0, CM084276_1_25809477.0, CM084264_1_64487845.1, CM084266_1_57886823.0, CM084269_1_40336207.0, CM084274_1_4795460.0, CM084271_1_39686056.0, CM084265_1_58483282.1","50","0.15","-0.22","-0.69","2","3","FALSE"
"26","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J83-pH8.bam","CM084264_1_74191575.0, CM084269_1_1572991.1, CM084266_1_23295949.0, CM084265_1_68798225.1, CM084269_1_15799394.0, CM084274_1_4796884.0, CM084268_1_276378.1, CM084279_1_10150695.1, CM084278_1_4074299.1, CM084265_1_59221320.0, CM084268_1_50323442.1, CM084264_1_74183870.0, CM084265_1_70589360.1, CM084268_1_28855794.1, CM084266_1_68643450.1, CM084264_1_73929737.1, CM084265_1_68789108.0, CM084271_1_3821269.1, CM084275_1_2509962.0, CM084275_1_23095308.0, CM084267_1_50994187.0, CM084269_1_46858338.1, CM084266_1_62460034.1, CM084264_1_34294487.1, CM084271_1_19934424.0, CM084269_1_43525189.1, CM084274_1_4730089.0, CM084267_1_50392692.1, CM084277_1_18546601.0, CM084266_1_68659869.0, CM084272_1_33452045.0, CM084266_1_69085644.0, CM084273_1_10381194.0, CM084274_1_4709636.0, CM084277_1_31296163.1, CM084271_1_1052216.0, CM084276_1_1625272.1, CM084269_1_15809932.0, CM084266_1_65347078.0, CM084266_1_68478650.1, CM084272_1_18193864.0, CM084276_1_38788200.0, CM084264_1_72054052.0, CM084265_1_71899687.0, CM084266_1_70743731.0, CM084269_1_46733053.0, CM084270_1_19464591.0, CM084265_1_24901885.1, CM084279_1_32971482.0, CM084274_1_4870202.0","50","0.3","-1.25","-0.41","3","3","TRUE"
"27","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B12-pH8.bam","CM084264_1_74191575.0, CM084269_1_1572991.1, CM084266_1_23295949.0, CM084265_1_68798225.1, CM084269_1_15799394.0, CM084274_1_4796884.0, CM084268_1_276378.1, CM084279_1_10150695.1, CM084278_1_4074299.1, CM084265_1_59221320.0, CM084268_1_50323442.1, CM084264_1_74183870.0, CM084265_1_70589360.1, CM084268_1_28855794.1, CM084266_1_68643450.1, CM084264_1_73929737.1, CM084265_1_68789108.0, CM084271_1_3821269.1, CM084275_1_2509962.0, CM084275_1_23095308.0, CM084267_1_50994187.0, CM084269_1_46858338.1, CM084266_1_62460034.1, CM084264_1_34294487.1, CM084271_1_19934424.0, CM084269_1_43525189.1, CM084274_1_4730089.0, CM084267_1_50392692.1, CM084277_1_18546601.0, CM084266_1_68659869.0, CM084272_1_33452045.0, CM084266_1_69085644.0, CM084273_1_10381194.0, CM084274_1_4709636.0, CM084277_1_31296163.1, CM084271_1_1052216.0, CM084276_1_1625272.1, CM084269_1_15809932.0, CM084266_1_65347078.0, CM084266_1_68478650.1, CM084272_1_18193864.0, CM084276_1_38788200.0, CM084264_1_72054052.0, CM084265_1_71899687.0, CM084266_1_70743731.0, CM084269_1_46733053.0, CM084270_1_19464591.0, CM084265_1_24901885.1, CM084279_1_32971482.0, CM084274_1_4870202.0","50","0.29","-0.74","-0.98","3","3","TRUE"
"28","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J146-pH8.bam","CM084264_1_70171655.0, CM084273_1_42255116.0, CM084276_1_38558585.0, CM084269_1_15828546.1, CM084275_1_529192.0, CM084275_1_40706319.1, CM084266_1_69050667.1, CM084267_1_6420945.1, CM084270_1_10495406.0, CM084272_1_18194306.1, CM084264_1_69682047.1, CM084264_1_74266357.0, CM084277_1_30027550.1, CM084273_1_7839386.0, CM084265_1_14403532.0, CM084269_1_15817354.0, CM084279_1_992716.1, CM084275_1_35722063.1, CM084264_1_74721244.1, CM084275_1_39394528.1, CM084269_1_1556175.1, CM084269_1_15799434.1, CM084278_1_20734518.1, CM084270_1_4751856.0, CM084268_1_1326636.1, CM084274_1_4708733.1, CM084269_1_42862775.1, CM084268_1_24030546.0, CM084274_1_4769088.0, CM084272_1_18194957.1, CM084267_1_50993881.0, CM084267_1_591197.0, CM084265_1_71831292.0, CM084275_1_39394528.0, CM084268_1_22040364.0, CM084264_1_72118711.1, CM084265_1_71826940.0, CM084274_1_4730203.1, CM084264_1_66439662.1, CM084265_1_71826461.1, CM084264_1_69870962.1, CM084267_1_6421555.1, CM084266_1_69051090.1, CM084278_1_277789.0, CM084269_1_40336207.0, CM084277_1_18546601.1, CM084266_1_63167162.0, CM084274_1_4694558.1, CM084264_1_73291573.0, CM084267_1_5165677.1","50","0.13","-0.37","-0.67","3","3","TRUE"
