"","id","loci","n.loci","LLRpair","dam","LLRdam","sire","LLRsire"
"710","adapter_trim.F1-J65-pH8.bam","CM084271_1_3821130.1, CM084276_1_2841302.0, CM084272_1_2072734.0, CM084276_1_2855917.0, CM084267_1_2908860.0, CM084272_1_1894332.0, CM084266_1_1233079.1, CM084275_1_319193.0, CM084270_1_35204451.1, CM084270_1_42355508.1, CM084278_1_23536520.0, CM084278_1_23536520.1, CM084265_1_68807639.1, CM084272_1_1726216.1, CM084274_1_4727151.1, CM084268_1_1326519.0, CM084276_1_61700.0, CM084274_1_4812546.0, CM084275_1_524618.1, CM084267_1_52593725.0, CM084278_1_31960635.1, CM084264_1_69303594.0, CM084264_1_70174663.1, CM084269_1_39737118.0, CM084268_1_4036222.1, CM084275_1_25388576.1, CM084266_1_70531191.1, CM084274_1_4709089.0, CM084266_1_65576820.1, CM084276_1_1847190.0, CM084266_1_57882847.0, CM084275_1_312956.1, CM084275_1_38169332.0, CM084264_1_6956767.0, CM084279_1_32640564.0, CM084271_1_379011.1, CM084273_1_31866087.0, CM084269_1_45280054.1, CM084264_1_73152605.1, CM084276_1_1856643.0, CM084265_1_59221281.0, CM084279_1_10159270.1, CM084269_1_42862695.1, CM084276_1_11709760.0, CM084275_1_29098652.0, CM084264_1_65408.0, CM084274_1_7449618.0, CM084270_1_19464668.0, CM084273_1_31862797.0, CM084265_1_68019714.0",50,0.79,"adapter_trim.F0-B10.bam",-0.3,"adapter_trim.F0-B17.bam",-0.13
"711","adapter_trim.F1-B25-pH8.bam","CM084271_1_3821130.1, CM084276_1_2841302.0, CM084272_1_2072734.0, CM084276_1_2855917.0, CM084267_1_2908860.0, CM084272_1_1894332.0, CM084266_1_1233079.1, CM084275_1_319193.0, CM084270_1_35204451.1, CM084270_1_42355508.1, CM084278_1_23536520.0, CM084278_1_23536520.1, CM084265_1_68807639.1, CM084272_1_1726216.1, CM084274_1_4727151.1, CM084268_1_1326519.0, CM084276_1_61700.0, CM084274_1_4812546.0, CM084275_1_524618.1, CM084267_1_52593725.0, CM084278_1_31960635.1, CM084264_1_69303594.0, CM084264_1_70174663.1, CM084269_1_39737118.0, CM084268_1_4036222.1, CM084275_1_25388576.1, CM084266_1_70531191.1, CM084274_1_4709089.0, CM084266_1_65576820.1, CM084276_1_1847190.0, CM084266_1_57882847.0, CM084275_1_312956.1, CM084275_1_38169332.0, CM084264_1_6956767.0, CM084279_1_32640564.0, CM084271_1_379011.1, CM084273_1_31866087.0, CM084269_1_45280054.1, CM084264_1_73152605.1, CM084276_1_1856643.0, CM084265_1_59221281.0, CM084279_1_10159270.1, CM084269_1_42862695.1, CM084276_1_11709760.0, CM084275_1_29098652.0, CM084264_1_65408.0, CM084274_1_7449618.0, CM084270_1_19464668.0, CM084273_1_31862797.0, CM084265_1_68019714.0",50,0.25,"adapter_trim.F0-B16.bam",-0.26,"adapter_trim.F0-B11.bam",-0.55
"712","adapter_trim.F1-J160-pH8.bam","CM084266_1_71317540.1, CM084265_1_72368204.0, CM084276_1_1856905.1, CM084268_1_28855779.1, CM084264_1_73927104.0, CM084277_1_30027550.0, CM084268_1_50219227.1, CM084266_1_64726584.1, CM084273_1_11263082.0, CM084276_1_56075.0, CM084271_1_289999.0, CM084271_1_44083010.1, CM084274_1_4694522.0, CM084266_1_57841523.0, CM084274_1_21938486.1, CM084264_1_74721251.0, CM084269_1_1563979.0, CM084275_1_25388576.0, CM084273_1_42253181.0, CM084274_1_4795062.0, CM084271_1_7136527.1, CM084275_1_36059252.0, CM084276_1_38285682.1, CM084265_1_70799357.0, CM084278_1_4074395.1, CM084265_1_70609248.1, CM084268_1_42010.0, CM084265_1_71925452.1, CM084275_1_42592955.0, CM084272_1_27414381.0, CM084275_1_23083662.1, CM084275_1_39780958.1, CM084270_1_19461856.0, CM084265_1_8362505.0, CM084269_1_47265506.1, CM084269_1_1567833.1, CM084265_1_71825876.0, CM084268_1_50225502.0, CM084271_1_44090335.1, CM084276_1_61700.0, CM084264_1_70466147.1, CM084265_1_68073022.0, CM084268_1_3691693.1, CM084279_1_161440.1, CM084269_1_43525348.0, CM084279_1_1062135.0, CM084265_1_71827738.1, CM084267_1_2908982.1, CM084272_1_43469474.0, CM084269_1_46688879.0",50,0.2,"adapter_trim.F0-B1.bam",-0.6,"adapter_trim.F0-B17.bam",-0.36
"713","adapter_trim.F1-J70-pH8.bam","CM084266_1_71317540.1, CM084265_1_72368204.0, CM084276_1_1856905.1, CM084268_1_28855779.1, CM084264_1_73927104.0, CM084277_1_30027550.0, CM084268_1_50219227.1, CM084266_1_64726584.1, CM084273_1_11263082.0, CM084276_1_56075.0, CM084271_1_289999.0, CM084271_1_44083010.1, CM084274_1_4694522.0, CM084266_1_57841523.0, CM084274_1_21938486.1, CM084264_1_74721251.0, CM084269_1_1563979.0, CM084275_1_25388576.0, CM084273_1_42253181.0, CM084274_1_4795062.0, CM084271_1_7136527.1, CM084275_1_36059252.0, CM084276_1_38285682.1, CM084265_1_70799357.0, CM084278_1_4074395.1, CM084265_1_70609248.1, CM084268_1_42010.0, CM084265_1_71925452.1, CM084275_1_42592955.0, CM084272_1_27414381.0, CM084275_1_23083662.1, CM084275_1_39780958.1, CM084270_1_19461856.0, CM084265_1_8362505.0, CM084269_1_47265506.1, CM084269_1_1567833.1, CM084265_1_71825876.0, CM084268_1_50225502.0, CM084271_1_44090335.1, CM084276_1_61700.0, CM084264_1_70466147.1, CM084265_1_68073022.0, CM084268_1_3691693.1, CM084279_1_161440.1, CM084269_1_43525348.0, CM084279_1_1062135.0, CM084265_1_71827738.1, CM084267_1_2908982.1, CM084272_1_43469474.0, CM084269_1_46688879.0",50,0.68,"adapter_trim.F0-B26.bam",-0.83,"adapter_trim.F0-B2.bam",-0.36
"714","adapter_trim.F1-J312-pH75.bam","CM084266_1_71317540.1, CM084265_1_72368204.0, CM084276_1_1856905.1, CM084268_1_28855779.1, CM084264_1_73927104.0, CM084277_1_30027550.0, CM084268_1_50219227.1, CM084266_1_64726584.1, CM084273_1_11263082.0, CM084276_1_56075.0, CM084271_1_289999.0, CM084271_1_44083010.1, CM084274_1_4694522.0, CM084266_1_57841523.0, CM084274_1_21938486.1, CM084264_1_74721251.0, CM084269_1_1563979.0, CM084275_1_25388576.0, CM084273_1_42253181.0, CM084274_1_4795062.0, CM084271_1_7136527.1, CM084275_1_36059252.0, CM084276_1_38285682.1, CM084265_1_70799357.0, CM084278_1_4074395.1, CM084265_1_70609248.1, CM084268_1_42010.0, CM084265_1_71925452.1, CM084275_1_42592955.0, CM084272_1_27414381.0, CM084275_1_23083662.1, CM084275_1_39780958.1, CM084270_1_19461856.0, CM084265_1_8362505.0, CM084269_1_47265506.1, CM084269_1_1567833.1, CM084265_1_71825876.0, CM084268_1_50225502.0, CM084271_1_44090335.1, CM084276_1_61700.0, CM084264_1_70466147.1, CM084265_1_68073022.0, CM084268_1_3691693.1, CM084279_1_161440.1, CM084269_1_43525348.0, CM084279_1_1062135.0, CM084265_1_71827738.1, CM084267_1_2908982.1, CM084272_1_43469474.0, CM084269_1_46688879.0",50,0.52,"adapter_trim.F0-B1.bam",-0.04,"adapter_trim.F0-B22.bam",-0.18
"715","adapter_trim.F1-B15-pH8.bam","CM084266_1_71317540.1, CM084265_1_72368204.0, CM084276_1_1856905.1, CM084268_1_28855779.1, CM084264_1_73927104.0, CM084277_1_30027550.0, CM084268_1_50219227.1, CM084266_1_64726584.1, CM084273_1_11263082.0, CM084276_1_56075.0, CM084271_1_289999.0, CM084271_1_44083010.1, CM084274_1_4694522.0, CM084266_1_57841523.0, CM084274_1_21938486.1, CM084264_1_74721251.0, CM084269_1_1563979.0, CM084275_1_25388576.0, CM084273_1_42253181.0, CM084274_1_4795062.0, CM084271_1_7136527.1, CM084275_1_36059252.0, CM084276_1_38285682.1, CM084265_1_70799357.0, CM084278_1_4074395.1, CM084265_1_70609248.1, CM084268_1_42010.0, CM084265_1_71925452.1, CM084275_1_42592955.0, CM084272_1_27414381.0, CM084275_1_23083662.1, CM084275_1_39780958.1, CM084270_1_19461856.0, CM084265_1_8362505.0, CM084269_1_47265506.1, CM084269_1_1567833.1, CM084265_1_71825876.0, CM084268_1_50225502.0, CM084271_1_44090335.1, CM084276_1_61700.0, CM084264_1_70466147.1, CM084265_1_68073022.0, CM084268_1_3691693.1, CM084279_1_161440.1, CM084269_1_43525348.0, CM084279_1_1062135.0, CM084265_1_71827738.1, CM084267_1_2908982.1, CM084272_1_43469474.0, CM084269_1_46688879.0",50,0.35,"adapter_trim.F0-B11.bam",-0.35,"adapter_trim.F0-B25.bam",-0.33
"716","adapter_trim.F1-B4-pH8.bam","CM084266_1_71317540.1, CM084265_1_72368204.0, CM084276_1_1856905.1, CM084268_1_28855779.1, CM084264_1_73927104.0, CM084277_1_30027550.0, CM084268_1_50219227.1, CM084266_1_64726584.1, CM084273_1_11263082.0, CM084276_1_56075.0, CM084271_1_289999.0, CM084271_1_44083010.1, CM084274_1_4694522.0, CM084266_1_57841523.0, CM084274_1_21938486.1, CM084264_1_74721251.0, CM084269_1_1563979.0, CM084275_1_25388576.0, CM084273_1_42253181.0, CM084274_1_4795062.0, CM084271_1_7136527.1, CM084275_1_36059252.0, CM084276_1_38285682.1, CM084265_1_70799357.0, CM084278_1_4074395.1, CM084265_1_70609248.1, CM084268_1_42010.0, CM084265_1_71925452.1, CM084275_1_42592955.0, CM084272_1_27414381.0, CM084275_1_23083662.1, CM084275_1_39780958.1, CM084270_1_19461856.0, CM084265_1_8362505.0, CM084269_1_47265506.1, CM084269_1_1567833.1, CM084265_1_71825876.0, CM084268_1_50225502.0, CM084271_1_44090335.1, CM084276_1_61700.0, CM084264_1_70466147.1, CM084265_1_68073022.0, CM084268_1_3691693.1, CM084279_1_161440.1, CM084269_1_43525348.0, CM084279_1_1062135.0, CM084265_1_71827738.1, CM084267_1_2908982.1, CM084272_1_43469474.0, CM084269_1_46688879.0",50,0.18,"adapter_trim.F0-B14.bam",-0.19,"adapter_trim.F0-B2.bam",-0.43
"717","adapter_trim.101.bam","CM084273_1_42253133.1, CM084274_1_41688609.0, CM084266_1_70930072.1, CM084267_1_48167433.0, CM084267_1_2233926.0, CM084265_1_72926026.1, CM084279_1_929045.1, CM084279_1_32648014.1, CM084269_1_45238247.1, CM084273_1_42252916.1, CM084277_1_31222635.0, CM084269_1_15809957.1, CM084264_1_73926180.0, CM084267_1_2426156.0, CM084278_1_23536520.0, CM084271_1_379052.1, CM084266_1_57882838.1, CM084271_1_19655927.0, CM084270_1_9408158.0, CM084276_1_38552504.1, CM084271_1_44190420.0, CM084268_1_9292468.0, CM084278_1_20679238.0, CM084275_1_25395464.1, CM084278_1_281246.0, CM084265_1_72992174.0, CM084277_1_6198970.1, CM084278_1_22667330.0, CM084271_1_19655964.0, CM084270_1_46587624.1, CM084265_1_68019714.1, CM084273_1_31866087.0, CM084266_1_69625511.0, CM084266_1_23295925.0, CM084264_1_70171655.0, CM084275_1_38169321.1, CM084274_1_4869897.1, CM084268_1_50681546.0, CM084270_1_42348997.1, CM084269_1_46692137.1, CM084268_1_50682932.1, CM084275_1_529155.0, CM084264_1_74035920.0, CM084277_1_1868381.0, CM084275_1_25388546.1, CM084269_1_46692137.1, CM084274_1_4788621.0, CM084264_1_70175545.0, CM084265_1_72178250.0, CM084270_1_42345710.0",50,0.34,"adapter_trim.F0-B1.bam",-0.64,"adapter_trim.F0-B22.bam",-0.52
"718","adapter_trim.F1-J105-pH8.bam","CM084273_1_42253133.1, CM084274_1_41688609.0, CM084266_1_70930072.1, CM084267_1_48167433.0, CM084267_1_2233926.0, CM084265_1_72926026.1, CM084279_1_929045.1, CM084279_1_32648014.1, CM084269_1_45238247.1, CM084273_1_42252916.1, CM084277_1_31222635.0, CM084269_1_15809957.1, CM084264_1_73926180.0, CM084267_1_2426156.0, CM084278_1_23536520.0, CM084271_1_379052.1, CM084266_1_57882838.1, CM084271_1_19655927.0, CM084270_1_9408158.0, CM084276_1_38552504.1, CM084271_1_44190420.0, CM084268_1_9292468.0, CM084278_1_20679238.0, CM084275_1_25395464.1, CM084278_1_281246.0, CM084265_1_72992174.0, CM084277_1_6198970.1, CM084278_1_22667330.0, CM084271_1_19655964.0, CM084270_1_46587624.1, CM084265_1_68019714.1, CM084273_1_31866087.0, CM084266_1_69625511.0, CM084266_1_23295925.0, CM084264_1_70171655.0, CM084275_1_38169321.1, CM084274_1_4869897.1, CM084268_1_50681546.0, CM084270_1_42348997.1, CM084269_1_46692137.1, CM084268_1_50682932.1, CM084275_1_529155.0, CM084264_1_74035920.0, CM084277_1_1868381.0, CM084275_1_25388546.1, CM084269_1_46692137.1, CM084274_1_4788621.0, CM084264_1_70175545.0, CM084265_1_72178250.0, CM084270_1_42345710.0",50,0.22,"adapter_trim.F0-B14.bam",-0.35,"adapter_trim.F0-B9.bam",-0.55
"719","adapter_trim.F1-J106-pH8.bam","CM084273_1_42253133.1, CM084274_1_41688609.0, CM084266_1_70930072.1, CM084267_1_48167433.0, CM084267_1_2233926.0, CM084265_1_72926026.1, CM084279_1_929045.1, CM084279_1_32648014.1, CM084269_1_45238247.1, CM084273_1_42252916.1, CM084277_1_31222635.0, CM084269_1_15809957.1, CM084264_1_73926180.0, CM084267_1_2426156.0, CM084278_1_23536520.0, CM084271_1_379052.1, CM084266_1_57882838.1, CM084271_1_19655927.0, CM084270_1_9408158.0, CM084276_1_38552504.1, CM084271_1_44190420.0, CM084268_1_9292468.0, CM084278_1_20679238.0, CM084275_1_25395464.1, CM084278_1_281246.0, CM084265_1_72992174.0, CM084277_1_6198970.1, CM084278_1_22667330.0, CM084271_1_19655964.0, CM084270_1_46587624.1, CM084265_1_68019714.1, CM084273_1_31866087.0, CM084266_1_69625511.0, CM084266_1_23295925.0, CM084264_1_70171655.0, CM084275_1_38169321.1, CM084274_1_4869897.1, CM084268_1_50681546.0, CM084270_1_42348997.1, CM084269_1_46692137.1, CM084268_1_50682932.1, CM084275_1_529155.0, CM084264_1_74035920.0, CM084277_1_1868381.0, CM084275_1_25388546.1, CM084269_1_46692137.1, CM084274_1_4788621.0, CM084264_1_70175545.0, CM084265_1_72178250.0, CM084270_1_42345710.0",50,0.4,"adapter_trim.F0-B27.bam",-0.71,"adapter_trim.F0-B18.bam",-0.65
"720","adapter_trim.F1-J13-pH8.bam","CM084273_1_42253133.1, CM084274_1_41688609.0, CM084266_1_70930072.1, CM084267_1_48167433.0, CM084267_1_2233926.0, CM084265_1_72926026.1, CM084279_1_929045.1, CM084279_1_32648014.1, CM084269_1_45238247.1, CM084273_1_42252916.1, CM084277_1_31222635.0, CM084269_1_15809957.1, CM084264_1_73926180.0, CM084267_1_2426156.0, CM084278_1_23536520.0, CM084271_1_379052.1, CM084266_1_57882838.1, CM084271_1_19655927.0, CM084270_1_9408158.0, CM084276_1_38552504.1, CM084271_1_44190420.0, CM084268_1_9292468.0, CM084278_1_20679238.0, CM084275_1_25395464.1, CM084278_1_281246.0, CM084265_1_72992174.0, CM084277_1_6198970.1, CM084278_1_22667330.0, CM084271_1_19655964.0, CM084270_1_46587624.1, CM084265_1_68019714.1, CM084273_1_31866087.0, CM084266_1_69625511.0, CM084266_1_23295925.0, CM084264_1_70171655.0, CM084275_1_38169321.1, CM084274_1_4869897.1, CM084268_1_50681546.0, CM084270_1_42348997.1, CM084269_1_46692137.1, CM084268_1_50682932.1, CM084275_1_529155.0, CM084264_1_74035920.0, CM084277_1_1868381.0, CM084275_1_25388546.1, CM084269_1_46692137.1, CM084274_1_4788621.0, CM084264_1_70175545.0, CM084265_1_72178250.0, CM084270_1_42345710.0",50,0.71,"adapter_trim.F0-B2.bam",-0.6,"adapter_trim.F0-B15.bam",-0.7
"721","adapter_trim.F1-B15-pH8.bam","CM084273_1_42253133.1, CM084274_1_41688609.0, CM084266_1_70930072.1, CM084267_1_48167433.0, CM084267_1_2233926.0, CM084265_1_72926026.1, CM084279_1_929045.1, CM084279_1_32648014.1, CM084269_1_45238247.1, CM084273_1_42252916.1, CM084277_1_31222635.0, CM084269_1_15809957.1, CM084264_1_73926180.0, CM084267_1_2426156.0, CM084278_1_23536520.0, CM084271_1_379052.1, CM084266_1_57882838.1, CM084271_1_19655927.0, CM084270_1_9408158.0, CM084276_1_38552504.1, CM084271_1_44190420.0, CM084268_1_9292468.0, CM084278_1_20679238.0, CM084275_1_25395464.1, CM084278_1_281246.0, CM084265_1_72992174.0, CM084277_1_6198970.1, CM084278_1_22667330.0, CM084271_1_19655964.0, CM084270_1_46587624.1, CM084265_1_68019714.1, CM084273_1_31866087.0, CM084266_1_69625511.0, CM084266_1_23295925.0, CM084264_1_70171655.0, CM084275_1_38169321.1, CM084274_1_4869897.1, CM084268_1_50681546.0, CM084270_1_42348997.1, CM084269_1_46692137.1, CM084268_1_50682932.1, CM084275_1_529155.0, CM084264_1_74035920.0, CM084277_1_1868381.0, CM084275_1_25388546.1, CM084269_1_46692137.1, CM084274_1_4788621.0, CM084264_1_70175545.0, CM084265_1_72178250.0, CM084270_1_42345710.0",50,0.25,"adapter_trim.F0-B16.bam",-0.37,"adapter_trim.F0-B6.bam",-0.64
"722","adapter_trim.F1-B1-pH75.bam","CM084273_1_42253133.1, CM084274_1_41688609.0, CM084266_1_70930072.1, CM084267_1_48167433.0, CM084267_1_2233926.0, CM084265_1_72926026.1, CM084279_1_929045.1, CM084279_1_32648014.1, CM084269_1_45238247.1, CM084273_1_42252916.1, CM084277_1_31222635.0, CM084269_1_15809957.1, CM084264_1_73926180.0, CM084267_1_2426156.0, CM084278_1_23536520.0, CM084271_1_379052.1, CM084266_1_57882838.1, CM084271_1_19655927.0, CM084270_1_9408158.0, CM084276_1_38552504.1, CM084271_1_44190420.0, CM084268_1_9292468.0, CM084278_1_20679238.0, CM084275_1_25395464.1, CM084278_1_281246.0, CM084265_1_72992174.0, CM084277_1_6198970.1, CM084278_1_22667330.0, CM084271_1_19655964.0, CM084270_1_46587624.1, CM084265_1_68019714.1, CM084273_1_31866087.0, CM084266_1_69625511.0, CM084266_1_23295925.0, CM084264_1_70171655.0, CM084275_1_38169321.1, CM084274_1_4869897.1, CM084268_1_50681546.0, CM084270_1_42348997.1, CM084269_1_46692137.1, CM084268_1_50682932.1, CM084275_1_529155.0, CM084264_1_74035920.0, CM084277_1_1868381.0, CM084275_1_25388546.1, CM084269_1_46692137.1, CM084274_1_4788621.0, CM084264_1_70175545.0, CM084265_1_72178250.0, CM084270_1_42345710.0",50,0.35,"adapter_trim.F0-B16.bam",-0.59,"adapter_trim.F0-B5.bam",-0.33
"723","adapter_trim.F1-B4-pH75.bam","CM084273_1_42253133.1, CM084274_1_41688609.0, CM084266_1_70930072.1, CM084267_1_48167433.0, CM084267_1_2233926.0, CM084265_1_72926026.1, CM084279_1_929045.1, CM084279_1_32648014.1, CM084269_1_45238247.1, CM084273_1_42252916.1, CM084277_1_31222635.0, CM084269_1_15809957.1, CM084264_1_73926180.0, CM084267_1_2426156.0, CM084278_1_23536520.0, CM084271_1_379052.1, CM084266_1_57882838.1, CM084271_1_19655927.0, CM084270_1_9408158.0, CM084276_1_38552504.1, CM084271_1_44190420.0, CM084268_1_9292468.0, CM084278_1_20679238.0, CM084275_1_25395464.1, CM084278_1_281246.0, CM084265_1_72992174.0, CM084277_1_6198970.1, CM084278_1_22667330.0, CM084271_1_19655964.0, CM084270_1_46587624.1, CM084265_1_68019714.1, CM084273_1_31866087.0, CM084266_1_69625511.0, CM084266_1_23295925.0, CM084264_1_70171655.0, CM084275_1_38169321.1, CM084274_1_4869897.1, CM084268_1_50681546.0, CM084270_1_42348997.1, CM084269_1_46692137.1, CM084268_1_50682932.1, CM084275_1_529155.0, CM084264_1_74035920.0, CM084277_1_1868381.0, CM084275_1_25388546.1, CM084269_1_46692137.1, CM084274_1_4788621.0, CM084264_1_70175545.0, CM084265_1_72178250.0, CM084270_1_42345710.0",50,0.28,"adapter_trim.F0-B14.bam",-0.18,"adapter_trim.F0-B6.bam",-0.28
"724","adapter_trim.155.bam","CM084274_1_4795468.1, CM084268_1_49735243.1, CM084266_1_70940178.0, CM084276_1_1625254.1, CM084272_1_1596808.0, CM084278_1_20591181.0, CM084266_1_64723799.0, CM084267_1_2652515.1, CM084275_1_675783.0, CM084278_1_4074395.0, CM084274_1_4863726.1, CM084268_1_50216526.1, CM084274_1_4694522.0, CM084273_1_4090291.0, CM084266_1_68319474.0, CM084266_1_62460085.0, CM084271_1_7137729.1, CM084279_1_161458.0, CM084279_1_31073068.0, CM084276_1_38558670.1, CM084270_1_9413173.1, CM084277_1_5803909.1, CM084269_1_4636406.0, CM084275_1_319819.0, CM084264_1_73291570.0, CM084266_1_69547380.0, CM084269_1_1567833.0, CM084274_1_6125439.1, CM084277_1_30953057.0, CM084267_1_2652526.1, CM084268_1_276460.1, CM084275_1_42592938.0, CM084276_1_1856070.1, CM084275_1_25393263.0, CM084274_1_5046195.1, CM084273_1_42287132.0, CM084264_1_34294472.1, CM084266_1_50301468.1, CM084271_1_19656061.0, CM084273_1_42287238.1, CM084271_1_44090335.0, CM084266_1_52832550.1, CM084269_1_41809360.0, CM084265_1_66141859.0, CM084264_1_70355125.1, CM084264_1_69287134.0, CM084269_1_47716263.0, CM084272_1_36474233.0, CM084268_1_50202371.0, CM084276_1_38558690.1",50,0.8,"adapter_trim.F0-B13.bam",-0.38,"adapter_trim.F0-B2.bam",-0.06
"725","adapter_trim.F1-J12-pH8.bam","CM084274_1_4795468.1, CM084268_1_49735243.1, CM084266_1_70940178.0, CM084276_1_1625254.1, CM084272_1_1596808.0, CM084278_1_20591181.0, CM084266_1_64723799.0, CM084267_1_2652515.1, CM084275_1_675783.0, CM084278_1_4074395.0, CM084274_1_4863726.1, CM084268_1_50216526.1, CM084274_1_4694522.0, CM084273_1_4090291.0, CM084266_1_68319474.0, CM084266_1_62460085.0, CM084271_1_7137729.1, CM084279_1_161458.0, CM084279_1_31073068.0, CM084276_1_38558670.1, CM084270_1_9413173.1, CM084277_1_5803909.1, CM084269_1_4636406.0, CM084275_1_319819.0, CM084264_1_73291570.0, CM084266_1_69547380.0, CM084269_1_1567833.0, CM084274_1_6125439.1, CM084277_1_30953057.0, CM084267_1_2652526.1, CM084268_1_276460.1, CM084275_1_42592938.0, CM084276_1_1856070.1, CM084275_1_25393263.0, CM084274_1_5046195.1, CM084273_1_42287132.0, CM084264_1_34294472.1, CM084266_1_50301468.1, CM084271_1_19656061.0, CM084273_1_42287238.1, CM084271_1_44090335.0, CM084266_1_52832550.1, CM084269_1_41809360.0, CM084265_1_66141859.0, CM084264_1_70355125.1, CM084264_1_69287134.0, CM084269_1_47716263.0, CM084272_1_36474233.0, CM084268_1_50202371.0, CM084276_1_38558690.1",50,0.32,"adapter_trim.F0-B2.bam",-0.19,"adapter_trim.F0-B18.bam",-0.29
"726","adapter_trim.F1-J13-pH8.bam","CM084274_1_4795468.1, CM084268_1_49735243.1, CM084266_1_70940178.0, CM084276_1_1625254.1, CM084272_1_1596808.0, CM084278_1_20591181.0, CM084266_1_64723799.0, CM084267_1_2652515.1, CM084275_1_675783.0, CM084278_1_4074395.0, CM084274_1_4863726.1, CM084268_1_50216526.1, CM084274_1_4694522.0, CM084273_1_4090291.0, CM084266_1_68319474.0, CM084266_1_62460085.0, CM084271_1_7137729.1, CM084279_1_161458.0, CM084279_1_31073068.0, CM084276_1_38558670.1, CM084270_1_9413173.1, CM084277_1_5803909.1, CM084269_1_4636406.0, CM084275_1_319819.0, CM084264_1_73291570.0, CM084266_1_69547380.0, CM084269_1_1567833.0, CM084274_1_6125439.1, CM084277_1_30953057.0, CM084267_1_2652526.1, CM084268_1_276460.1, CM084275_1_42592938.0, CM084276_1_1856070.1, CM084275_1_25393263.0, CM084274_1_5046195.1, CM084273_1_42287132.0, CM084264_1_34294472.1, CM084266_1_50301468.1, CM084271_1_19656061.0, CM084273_1_42287238.1, CM084271_1_44090335.0, CM084266_1_52832550.1, CM084269_1_41809360.0, CM084265_1_66141859.0, CM084264_1_70355125.1, CM084264_1_69287134.0, CM084269_1_47716263.0, CM084272_1_36474233.0, CM084268_1_50202371.0, CM084276_1_38558690.1",50,0.3,"adapter_trim.F0-B27.bam",-0.41,"adapter_trim.F0-B15.bam",-0.43
"727","adapter_trim.F1-J160-pH8.bam","CM084274_1_4795468.1, CM084268_1_49735243.1, CM084266_1_70940178.0, CM084276_1_1625254.1, CM084272_1_1596808.0, CM084278_1_20591181.0, CM084266_1_64723799.0, CM084267_1_2652515.1, CM084275_1_675783.0, CM084278_1_4074395.0, CM084274_1_4863726.1, CM084268_1_50216526.1, CM084274_1_4694522.0, CM084273_1_4090291.0, CM084266_1_68319474.0, CM084266_1_62460085.0, CM084271_1_7137729.1, CM084279_1_161458.0, CM084279_1_31073068.0, CM084276_1_38558670.1, CM084270_1_9413173.1, CM084277_1_5803909.1, CM084269_1_4636406.0, CM084275_1_319819.0, CM084264_1_73291570.0, CM084266_1_69547380.0, CM084269_1_1567833.0, CM084274_1_6125439.1, CM084277_1_30953057.0, CM084267_1_2652526.1, CM084268_1_276460.1, CM084275_1_42592938.0, CM084276_1_1856070.1, CM084275_1_25393263.0, CM084274_1_5046195.1, CM084273_1_42287132.0, CM084264_1_34294472.1, CM084266_1_50301468.1, CM084271_1_19656061.0, CM084273_1_42287238.1, CM084271_1_44090335.0, CM084266_1_52832550.1, CM084269_1_41809360.0, CM084265_1_66141859.0, CM084264_1_70355125.1, CM084264_1_69287134.0, CM084269_1_47716263.0, CM084272_1_36474233.0, CM084268_1_50202371.0, CM084276_1_38558690.1",50,0.25,"adapter_trim.F0-B11.bam",-0.06,"adapter_trim.F0-B21.bam",-0.56
"728","adapter_trim.F1-J258-pH75.bam","CM084274_1_4795468.1, CM084268_1_49735243.1, CM084266_1_70940178.0, CM084276_1_1625254.1, CM084272_1_1596808.0, CM084278_1_20591181.0, CM084266_1_64723799.0, CM084267_1_2652515.1, CM084275_1_675783.0, CM084278_1_4074395.0, CM084274_1_4863726.1, CM084268_1_50216526.1, CM084274_1_4694522.0, CM084273_1_4090291.0, CM084266_1_68319474.0, CM084266_1_62460085.0, CM084271_1_7137729.1, CM084279_1_161458.0, CM084279_1_31073068.0, CM084276_1_38558670.1, CM084270_1_9413173.1, CM084277_1_5803909.1, CM084269_1_4636406.0, CM084275_1_319819.0, CM084264_1_73291570.0, CM084266_1_69547380.0, CM084269_1_1567833.0, CM084274_1_6125439.1, CM084277_1_30953057.0, CM084267_1_2652526.1, CM084268_1_276460.1, CM084275_1_42592938.0, CM084276_1_1856070.1, CM084275_1_25393263.0, CM084274_1_5046195.1, CM084273_1_42287132.0, CM084264_1_34294472.1, CM084266_1_50301468.1, CM084271_1_19656061.0, CM084273_1_42287238.1, CM084271_1_44090335.0, CM084266_1_52832550.1, CM084269_1_41809360.0, CM084265_1_66141859.0, CM084264_1_70355125.1, CM084264_1_69287134.0, CM084269_1_47716263.0, CM084272_1_36474233.0, CM084268_1_50202371.0, CM084276_1_38558690.1",50,0.49,"adapter_trim.F0-B11.bam",-0.08,"adapter_trim.F0-B21.bam",-0.28
